Date,State,Year,Month,Indicator,overdose_deaths,State_name,Date_Month_Year
2019-04-01,AZ,2019,April,Number of Drug Overdose Deaths,"1,768",Arizona,April 2019
2019-08-01,AZ,2019,August,Number of Drug Overdose Deaths,"1,830",Arizona,August 2019
2019-12-01,AZ,2019,December,Number of Drug Overdose Deaths,"1,981",Arizona,December 2019
2019-02-01,AZ,2019,February,Number of Drug Overdose Deaths,"1,747",Arizona,February 2019
2019-01-01,AZ,2019,January,Number of Drug Overdose Deaths,"1,725",Arizona,January 2019
2019-07-01,AZ,2019,July,Number of Drug Overdose Deaths,"1,815",Arizona,July 2019
2019-06-01,AZ,2019,June,Number of Drug Overdose Deaths,"1,778",Arizona,June 2019
2019-03-01,AZ,2019,March,Number of Drug Overdose Deaths,"1,764",Arizona,March 2019
2019-05-01,AZ,2019,May,Number of Drug Overdose Deaths,"1,784",Arizona,May 2019
2019-11-01,AZ,2019,November,Number of Drug Overdose Deaths,"1,952",Arizona,November 2019
2019-10-01,AZ,2019,October,Number of Drug Overdose Deaths,"1,945",Arizona,October 2019
2019-09-01,AZ,2019,September,Number of Drug Overdose Deaths,"1,899",Arizona,September 2019
2020-04-01,AZ,2020,April,Number of Drug Overdose Deaths,"2,146",Arizona,April 2020
2020-08-01,AZ,2020,August,Number of Drug Overdose Deaths,"2,586",Arizona,August 2020
2020-12-01,AZ,2020,December,Number of Drug Overdose Deaths,"2,644",Arizona,December 2020
2020-02-01,AZ,2020,February,Number of Drug Overdose Deaths,"2,064",Arizona,February 2020
2020-01-01,AZ,2020,January,Number of Drug Overdose Deaths,"2,025",Arizona,January 2020
2020-07-01,AZ,2020,July,Number of Drug Overdose Deaths,"2,470",Arizona,July 2020
2020-06-01,AZ,2020,June,Number of Drug Overdose Deaths,"2,361",Arizona,June 2020
2020-03-01,AZ,2020,March,Number of Drug Overdose Deaths,"2,101",Arizona,March 2020
2020-05-01,AZ,2020,May,Number of Drug Overdose Deaths,"2,220",Arizona,May 2020
2020-11-01,AZ,2020,November,Number of Drug Overdose Deaths,"2,649",Arizona,November 2020
2020-10-01,AZ,2020,October,Number of Drug Overdose Deaths,"2,615",Arizona,October 2020
2020-09-01,AZ,2020,September,Number of Drug Overdose Deaths,"2,585",Arizona,September 2020
2021-04-01,AZ,2021,April,Number of Drug Overdose Deaths,"2,745",Arizona,April 2021
2021-08-01,AZ,2021,August,Number of Drug Overdose Deaths,"2,677",Arizona,August 2021
2021-12-01,AZ,2021,December,Number of Drug Overdose Deaths,"2,780",Arizona,December 2021
2021-02-01,AZ,2021,February,Number of Drug Overdose Deaths,"2,692",Arizona,February 2021
2021-01-01,AZ,2021,January,Number of Drug Overdose Deaths,"2,671",Arizona,January 2021
2021-07-01,AZ,2021,July,Number of Drug Overdose Deaths,"2,694",Arizona,July 2021
2021-06-01,AZ,2021,June,Number of Drug Overdose Deaths,"2,752",Arizona,June 2021
2021-03-01,AZ,2021,March,Number of Drug Overdose Deaths,"2,710",Arizona,March 2021
2021-05-01,AZ,2021,May,Number of Drug Overdose Deaths,"2,777",Arizona,May 2021
2021-11-01,AZ,2021,November,Number of Drug Overdose Deaths,"2,721",Arizona,November 2021
2021-10-01,AZ,2021,October,Number of Drug Overdose Deaths,"2,728",Arizona,October 2021
2021-09-01,AZ,2021,September,Number of Drug Overdose Deaths,"2,712",Arizona,September 2021
2022-04-01,AZ,2022,April,Number of Drug Overdose Deaths,"2,748",Arizona,April 2022
2022-08-01,AZ,2022,August,Number of Drug Overdose Deaths,"2,731",Arizona,August 2022
2022-02-01,AZ,2022,February,Number of Drug Overdose Deaths,"2,770",Arizona,February 2022
2022-01-01,AZ,2022,January,Number of Drug Overdose Deaths,"2,772",Arizona,January 2022
2022-07-01,AZ,2022,July,Number of Drug Overdose Deaths,"2,774",Arizona,July 2022
2022-06-01,AZ,2022,June,Number of Drug Overdose Deaths,"2,678",Arizona,June 2022
2022-03-01,AZ,2022,March,Number of Drug Overdose Deaths,"2,768",Arizona,March 2022
2022-05-01,AZ,2022,May,Number of Drug Overdose Deaths,"2,698",Arizona,May 2022
2015-04-01,CA,2015,April,Number of Drug Overdose Deaths,"4,625",California,April 2015
2015-08-01,CA,2015,August,Number of Drug Overdose Deaths,"4,670",California,August 2015
2015-12-01,CA,2015,December,Number of Drug Overdose Deaths,"4,762",California,December 2015
2015-02-01,CA,2015,February,Number of Drug Overdose Deaths,"4,616",California,February 2015
2015-01-01,CA,2015,January,Number of Drug Overdose Deaths,"4,603",California,January 2015
2015-07-01,CA,2015,July,Number of Drug Overdose Deaths,"4,628",California,July 2015
2015-06-01,CA,2015,June,Number of Drug Overdose Deaths,"4,604",California,June 2015
2015-03-01,CA,2015,March,Number of Drug Overdose Deaths,"4,608",California,March 2015
2015-05-01,CA,2015,May,Number of Drug Overdose Deaths,"4,607",California,May 2015
2015-11-01,CA,2015,November,Number of Drug Overdose Deaths,"4,747",California,November 2015
2015-10-01,CA,2015,October,Number of Drug Overdose Deaths,"4,784",California,October 2015
2015-09-01,CA,2015,September,Number of Drug Overdose Deaths,"4,747",California,September 2015
2016-04-01,CA,2016,April,Number of Drug Overdose Deaths,"4,795",California,April 2016
2016-08-01,CA,2016,August,Number of Drug Overdose Deaths,"4,791",California,August 2016
2016-12-01,CA,2016,December,Number of Drug Overdose Deaths,"4,755",California,December 2016
2016-02-01,CA,2016,February,Number of Drug Overdose Deaths,"4,745",California,February 2016
2016-01-01,CA,2016,January,Number of Drug Overdose Deaths,"4,745",California,January 2016
2016-07-01,CA,2016,July,Number of Drug Overdose Deaths,"4,816",California,July 2016
2016-06-01,CA,2016,June,Number of Drug Overdose Deaths,"4,844",California,June 2016
2016-03-01,CA,2016,March,Number of Drug Overdose Deaths,"4,768",California,March 2016
2016-05-01,CA,2016,May,Number of Drug Overdose Deaths,"4,811",California,May 2016
2016-11-01,CA,2016,November,Number of Drug Overdose Deaths,"4,709",California,November 2016
2016-10-01,CA,2016,October,Number of Drug Overdose Deaths,"4,659",California,October 2016
2016-09-01,CA,2016,September,Number of Drug Overdose Deaths,"4,716",California,September 2016
2017-04-01,CA,2017,April,Number of Drug Overdose Deaths,"4,714",California,April 2017
2017-08-01,CA,2017,August,Number of Drug Overdose Deaths,"4,900",California,August 2017
2017-12-01,CA,2017,December,Number of Drug Overdose Deaths,"5,028",California,December 2017
2017-02-01,CA,2017,February,Number of Drug Overdose Deaths,"4,724",California,February 2017
2017-01-01,CA,2017,January,Number of Drug Overdose Deaths,"4,771",California,January 2017
2017-07-01,CA,2017,July,Number of Drug Overdose Deaths,"4,870",California,July 2017
2017-06-01,CA,2017,June,Number of Drug Overdose Deaths,"4,808",California,June 2017
2017-03-01,CA,2017,March,Number of Drug Overdose Deaths,"4,721",California,March 2017
2017-05-01,CA,2017,May,Number of Drug Overdose Deaths,"4,761",California,May 2017
2017-11-01,CA,2017,November,Number of Drug Overdose Deaths,"5,059",California,November 2017
2017-10-01,CA,2017,October,Number of Drug Overdose Deaths,"5,078",California,October 2017
2017-09-01,CA,2017,September,Number of Drug Overdose Deaths,"4,972",California,September 2017
2018-04-01,CA,2018,April,Number of Drug Overdose Deaths,"5,201",California,April 2018
2018-08-01,CA,2018,August,Number of Drug Overdose Deaths,"5,289",California,August 2018
2018-12-01,CA,2018,December,Number of Drug Overdose Deaths,"5,494",California,December 2018
2018-02-01,CA,2018,February,Number of Drug Overdose Deaths,"5,174",California,February 2018
2018-01-01,CA,2018,January,Number of Drug Overdose Deaths,"5,092",California,January 2018
2018-07-01,CA,2018,July,Number of Drug Overdose Deaths,"5,209",California,July 2018
2018-06-01,CA,2018,June,Number of Drug Overdose Deaths,"5,192",California,June 2018
2018-03-01,CA,2018,March,Number of Drug Overdose Deaths,"5,195",California,March 2018
2018-05-01,CA,2018,May,Number of Drug Overdose Deaths,"5,164",California,May 2018
2018-11-01,CA,2018,November,Number of Drug Overdose Deaths,"5,400",California,November 2018
2018-10-01,CA,2018,October,Number of Drug Overdose Deaths,"5,370",California,October 2018
2018-09-01,CA,2018,September,Number of Drug Overdose Deaths,"5,341",California,September 2018
2019-04-01,CA,2019,April,Number of Drug Overdose Deaths,"5,700",California,April 2019
2019-08-01,CA,2019,August,Number of Drug Overdose Deaths,"6,041",California,August 2019
2019-12-01,CA,2019,December,Number of Drug Overdose Deaths,"6,363",California,December 2019
2019-02-01,CA,2019,February,Number of Drug Overdose Deaths,"5,555",California,February 2019
2019-01-01,CA,2019,January,Number of Drug Overdose Deaths,"5,515",California,January 2019
2019-07-01,CA,2019,July,Number of Drug Overdose Deaths,"5,945",California,July 2019
2019-06-01,CA,2019,June,Number of Drug Overdose Deaths,"5,883",California,June 2019
2019-03-01,CA,2019,March,Number of Drug Overdose Deaths,"5,623",California,March 2019
2019-05-01,CA,2019,May,Number of Drug Overdose Deaths,"5,801",California,May 2019
2019-11-01,CA,2019,November,Number of Drug Overdose Deaths,"6,285",California,November 2019
2019-10-01,CA,2019,October,Number of Drug Overdose Deaths,"6,133",California,October 2019
2019-09-01,CA,2019,September,Number of Drug Overdose Deaths,"6,091",California,September 2019
2020-04-01,CA,2020,April,Number of Drug Overdose Deaths,"6,961",California,April 2020
2020-08-01,CA,2020,August,Number of Drug Overdose Deaths,"8,220",California,August 2020
2020-12-01,CA,2020,December,Number of Drug Overdose Deaths,"9,209",California,December 2020
2020-02-01,CA,2020,February,Number of Drug Overdose Deaths,"6,591",California,February 2020
2020-01-01,CA,2020,January,Number of Drug Overdose Deaths,"6,455",California,January 2020
2020-07-01,CA,2020,July,Number of Drug Overdose Deaths,"7,793",California,July 2020
2020-06-01,CA,2020,June,Number of Drug Overdose Deaths,"7,444",California,June 2020
2020-03-01,CA,2020,March,Number of Drug Overdose Deaths,"6,746",California,March 2020
2020-05-01,CA,2020,May,Number of Drug Overdose Deaths,"7,224",California,May 2020
2020-11-01,CA,2020,November,Number of Drug Overdose Deaths,"8,940",California,November 2020
2020-10-01,CA,2020,October,Number of Drug Overdose Deaths,"8,749",California,October 2020
2020-09-01,CA,2020,September,Number of Drug Overdose Deaths,"8,480",California,September 2020
2021-04-01,CA,2021,April,Number of Drug Overdose Deaths,"10,365",California,April 2021
2021-08-01,CA,2021,August,Number of Drug Overdose Deaths,"10,888",California,August 2021
2021-12-01,CA,2021,December,Number of Drug Overdose Deaths,"11,398",California,December 2021
2021-02-01,CA,2021,February,Number of Drug Overdose Deaths,"9,852",California,February 2021
2021-01-01,CA,2021,January,Number of Drug Overdose Deaths,"9,629",California,January 2021
2021-07-01,CA,2021,July,Number of Drug Overdose Deaths,"10,876",California,July 2021
2021-06-01,CA,2021,June,Number of Drug Overdose Deaths,"10,765",California,June 2021
2021-03-01,CA,2021,March,Number of Drug Overdose Deaths,"10,122",California,March 2021
2021-05-01,CA,2021,May,Number of Drug Overdose Deaths,"10,553",California,May 2021
2021-11-01,CA,2021,November,Number of Drug Overdose Deaths,"11,348",California,November 2021
2021-10-01,CA,2021,October,Number of Drug Overdose Deaths,"11,207",California,October 2021
2021-09-01,CA,2021,September,Number of Drug Overdose Deaths,"11,062",California,September 2021
2022-04-01,CA,2022,April,Number of Drug Overdose Deaths,"11,242",California,April 2022
2022-08-01,CA,2022,August,Number of Drug Overdose Deaths,"9,970",California,August 2022
2022-02-01,CA,2022,February,Number of Drug Overdose Deaths,"11,393",California,February 2022
2022-01-01,CA,2022,January,Number of Drug Overdose Deaths,"11,326",California,January 2022
2022-07-01,CA,2022,July,Number of Drug Overdose Deaths,"10,500",California,July 2022
2022-06-01,CA,2022,June,Number of Drug Overdose Deaths,"10,854",California,June 2022
2022-03-01,CA,2022,March,Number of Drug Overdose Deaths,"11,309",California,March 2022
2022-05-01,CA,2022,May,Number of Drug Overdose Deaths,"11,075",California,May 2022
2015-04-01,CO,2015,April,Number of Drug Overdose Deaths,950,Colorado,April 2015
2015-08-01,CO,2015,August,Number of Drug Overdose Deaths,928,Colorado,August 2015
2015-12-01,CO,2015,December,Number of Drug Overdose Deaths,913,Colorado,December 2015
2015-02-01,CO,2015,February,Number of Drug Overdose Deaths,932,Colorado,February 2015
2015-01-01,CO,2015,January,Number of Drug Overdose Deaths,923,Colorado,January 2015
2015-07-01,CO,2015,July,Number of Drug Overdose Deaths,918,Colorado,July 2015
2015-06-01,CO,2015,June,Number of Drug Overdose Deaths,921,Colorado,June 2015
2015-03-01,CO,2015,March,Number of Drug Overdose Deaths,939,Colorado,March 2015
2015-05-01,CO,2015,May,Number of Drug Overdose Deaths,927,Colorado,May 2015
2015-11-01,CO,2015,November,Number of Drug Overdose Deaths,908,Colorado,November 2015
2015-10-01,CO,2015,October,Number of Drug Overdose Deaths,915,Colorado,October 2015
2015-09-01,CO,2015,September,Number of Drug Overdose Deaths,917,Colorado,September 2015
2016-04-01,CO,2016,April,Number of Drug Overdose Deaths,894,Colorado,April 2016
2016-08-01,CO,2016,August,Number of Drug Overdose Deaths,934,Colorado,August 2016
2016-12-01,CO,2016,December,Number of Drug Overdose Deaths,965,Colorado,December 2016
2016-02-01,CO,2016,February,Number of Drug Overdose Deaths,912,Colorado,February 2016
2016-01-01,CO,2016,January,Number of Drug Overdose Deaths,913,Colorado,January 2016
2016-07-01,CO,2016,July,Number of Drug Overdose Deaths,928,Colorado,July 2016
2016-06-01,CO,2016,June,Number of Drug Overdose Deaths,935,Colorado,June 2016
2016-03-01,CO,2016,March,Number of Drug Overdose Deaths,908,Colorado,March 2016
2016-05-01,CO,2016,May,Number of Drug Overdose Deaths,915,Colorado,May 2016
2016-11-01,CO,2016,November,Number of Drug Overdose Deaths,952,Colorado,November 2016
2016-10-01,CO,2016,October,Number of Drug Overdose Deaths,948,Colorado,October 2016
2016-09-01,CO,2016,September,Number of Drug Overdose Deaths,933,Colorado,September 2016
2017-04-01,CO,2017,April,Number of Drug Overdose Deaths,989,Colorado,April 2017
2017-08-01,CO,2017,August,Number of Drug Overdose Deaths,"1,019",Colorado,August 2017
2017-12-01,CO,2017,December,Number of Drug Overdose Deaths,"1,040",Colorado,December 2017
2017-02-01,CO,2017,February,Number of Drug Overdose Deaths,967,Colorado,February 2017
2017-01-01,CO,2017,January,Number of Drug Overdose Deaths,977,Colorado,January 2017
2017-07-01,CO,2017,July,Number of Drug Overdose Deaths,"1,013",Colorado,July 2017
2017-06-01,CO,2017,June,Number of Drug Overdose Deaths,997,Colorado,June 2017
2017-03-01,CO,2017,March,Number of Drug Overdose Deaths,964,Colorado,March 2017
2017-05-01,CO,2017,May,Number of Drug Overdose Deaths,983,Colorado,May 2017
2017-11-01,CO,2017,November,Number of Drug Overdose Deaths,"1,046",Colorado,November 2017
2017-10-01,CO,2017,October,Number of Drug Overdose Deaths,"1,027",Colorado,October 2017
2017-09-01,CO,2017,September,Number of Drug Overdose Deaths,"1,024",Colorado,September 2017
2018-04-01,CO,2018,April,Number of Drug Overdose Deaths,"1,048",Colorado,April 2018
2018-08-01,CO,2018,August,Number of Drug Overdose Deaths,"1,027",Colorado,August 2018
2018-12-01,CO,2018,December,Number of Drug Overdose Deaths,"1,004",Colorado,December 2018
2018-02-01,CO,2018,February,Number of Drug Overdose Deaths,"1,053",Colorado,February 2018
2018-01-01,CO,2018,January,Number of Drug Overdose Deaths,"1,048",Colorado,January 2018
2018-07-01,CO,2018,July,Number of Drug Overdose Deaths,"1,035",Colorado,July 2018
2018-06-01,CO,2018,June,Number of Drug Overdose Deaths,"1,035",Colorado,June 2018
2018-03-01,CO,2018,March,Number of Drug Overdose Deaths,"1,068",Colorado,March 2018
2018-05-01,CO,2018,May,Number of Drug Overdose Deaths,"1,058",Colorado,May 2018
2018-11-01,CO,2018,November,Number of Drug Overdose Deaths,991,Colorado,November 2018
2018-10-01,CO,2018,October,Number of Drug Overdose Deaths,"1,018",Colorado,October 2018
2018-09-01,CO,2018,September,Number of Drug Overdose Deaths,"1,017",Colorado,September 2018
2019-04-01,CO,2019,April,Number of Drug Overdose Deaths,994,Colorado,April 2019
2019-08-01,CO,2019,August,Number of Drug Overdose Deaths,"1,017",Colorado,August 2019
2019-12-01,CO,2019,December,Number of Drug Overdose Deaths,"1,100",Colorado,December 2019
2019-02-01,CO,2019,February,Number of Drug Overdose Deaths,999,Colorado,February 2019
2019-01-01,CO,2019,January,Number of Drug Overdose Deaths,992,Colorado,January 2019
2019-07-01,CO,2019,July,Number of Drug Overdose Deaths,"1,008",Colorado,July 2019
2019-06-01,CO,2019,June,Number of Drug Overdose Deaths,"1,007",Colorado,June 2019
2019-03-01,CO,2019,March,Number of Drug Overdose Deaths,989,Colorado,March 2019
2019-05-01,CO,2019,May,Number of Drug Overdose Deaths,992,Colorado,May 2019
2019-11-01,CO,2019,November,Number of Drug Overdose Deaths,"1,072",Colorado,November 2019
2019-10-01,CO,2019,October,Number of Drug Overdose Deaths,"1,054",Colorado,October 2019
2019-09-01,CO,2019,September,Number of Drug Overdose Deaths,"1,038",Colorado,September 2019
2020-04-01,CO,2020,April,Number of Drug Overdose Deaths,"1,230",Colorado,April 2020
2020-08-01,CO,2020,August,Number of Drug Overdose Deaths,"1,438",Colorado,August 2020
2020-12-01,CO,2020,December,Number of Drug Overdose Deaths,"1,512",Colorado,December 2020
2020-02-01,CO,2020,February,Number of Drug Overdose Deaths,"1,131",Colorado,February 2020
2020-01-01,CO,2020,January,Number of Drug Overdose Deaths,"1,120",Colorado,January 2020
2020-07-01,CO,2020,July,Number of Drug Overdose Deaths,"1,375",Colorado,July 2020
2020-06-01,CO,2020,June,Number of Drug Overdose Deaths,"1,321",Colorado,June 2020
2020-03-01,CO,2020,March,Number of Drug Overdose Deaths,"1,174",Colorado,March 2020
2020-05-01,CO,2020,May,Number of Drug Overdose Deaths,"1,296",Colorado,May 2020
2020-11-01,CO,2020,November,Number of Drug Overdose Deaths,"1,519",Colorado,November 2020
2020-10-01,CO,2020,October,Number of Drug Overdose Deaths,"1,490",Colorado,October 2020
2020-09-01,CO,2020,September,Number of Drug Overdose Deaths,"1,479",Colorado,September 2020
2021-04-01,CO,2021,April,Number of Drug Overdose Deaths,"1,654",Colorado,April 2021
2021-08-01,CO,2021,August,Number of Drug Overdose Deaths,"1,785",Colorado,August 2021
2021-12-01,CO,2021,December,Number of Drug Overdose Deaths,"1,917",Colorado,December 2021
2021-02-01,CO,2021,February,Number of Drug Overdose Deaths,"1,583",Colorado,February 2021
2021-01-01,CO,2021,January,Number of Drug Overdose Deaths,"1,557",Colorado,January 2021
